item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	Business Price	Quantity Price Type	Quantity Lower Bound 1	Quantity Price 1	Quantity Lower Bound 2	Quantity Price 2	Quantity Lower Bound 3	Quantity Price 3	Quantity Lower Bound 4	Quantity Price 4	Quantity Lower Bound 5	Quantity Price 5	merchant-shipping-group	Progressive Price Type	Progressive Lower Bound 1	Progressive Price 1	Progressive Lower Bound 2	Progressive Price 2	Progressive Lower Bound 3	Progressive Price 3
Man Cave Beverage Can Coolers - Cool Stuff for Men, Home Bar Accessories & Man Cave Decor, Beer Cooler Sleeves for Him - Insulated Drink Holders for Dad, Mancave Items - 6-Pack, Black	The last thing any man cave needs is a warm drink. The perfect gift for anyone with a man cave, keep the cave cool and the drinks cooler with these can coolers designed specifically for man caves everywhere.	0901X20VE2G	MANCAVE-6PK	6.99		2020-09-01 10:13:30 PDT		y	3			11				B08H5T1VKR						760939495079				AMAZON_NA	6.89												Migrated Template							
Gold Coastal Beverage Can Coolers & Heart Bottle Opener, 2 Pack	This couple of drink coolers is perfect for the happy couple in your life. Whether you're making big plans for a honeymoon or your best friend just got engaged, celebrate with a toast to the future in these cassy foam drink coolers.	0419VEGVYXK	MRMRSCOOLERS2PK	9.99		2019-04-19 13:27:03 PDT		y	3			11				B07QX99H18						796258371862				AMAZON_NA	9.89												Migrated Template							
Retirement Gifts for Men & Women - Beverage Can Coolers - Vacation Beer Sleeves for Retirement Party Decorations & Supplies, Retired Gift Ideas - Insulated Drink Holder with Palm Tree Design, 6-Pack	<p><b>Why buy our retirement party favor coolers or retirement gifts for men beverage coolers?</b></p><p>Every time you order one of our retirement decorations for women or men 6-Pack of can coolers, a horn blasts and all our employees stop what they're doing to give high-fives because retired guys and gals rule! Wouldn't you love to hear that you are the reason for our happy customer service department?! Compliment the mens or womens retirement banner, presents, sign, centerpiece, balloons, backdrop, with these great can sleeve party favors for guests. </p><p>✔️ Avoid frostbites from your frosty beer!</p><p>✔️ Keep your beer chilled and just the way you like it! </p><p>✔️ Handy for retirement parties, BBQ’s, camping, man cave accessory, outdoors, festivals, beach parties, 4th of July décor, special events, fishing, Memorial Day, tailgating, bachelor parties, picnics, birthdays and more!</p><p>✔️ Perfect novelty birthday gag gift for men, boss, dad, coworker and others</p><p>✔️ 24 x 7 Customer Support</p><p>✔️ High-Quality Material</p><p>100% Money Back Guaranteed if you do not like it return it. </p><p>If you would like to order more than one 6-pack, email us on our seller account for an exclusive coupon.</p><p>What do you have to lose? </p><p><b>CLICK ON THE ADD TO CART BUTTON AND BUY NOW!!</b> 👆</p><p>Product Specifications:</p><p>- 1/8 Inch Thick<br>- Premium Sublimation Printing<br>- Open Cell Polyurethane Foam<br>- Quantity - 6 PIECES</p>	0621VSEFDO3	RETIREMENTCOOLERS6PK	15.99		2019-06-21 05:18:19 PDT		y	3			11				B07NCZF98B						796258371848				AMAZON_NA	15.89												Migrated Template							
Bachelorette Party Favors - 13 Pack Bridal Shower Decor Can Coolers with Party Game - Bachelorette Gifts for Bride, 13 Beer Can Insulated Sleeves Bachelorette Party Supplies, White, Pink with Gold	<p><b>Why buy our womens bachelorette party supplies or bridesmaid gifts for wedding beverage coolers?</b></p><p>Every time you order one of our bride gifts 12-Pack of BRIDE and BRIDE TRIBE theme bachelorette favor can coolers with bonus bridal shower games called "Bachelorette Party Challenges”, a horn blasts and all our employees stop what they're doing to shout yass with a glass of bubbly because the same engaged bride's girls are all saying cheers bitches forever! Wouldn't you love to hear that you and your bar games are the reason for our happy customer service department?! The perfect girl bridal shower party idea for the guest ladies and wife to be while the guys are out on their bachelor party! Compliment the bachelorette party decor, tiara, shot glasses, dress, piñata, bridal shower decorations or bride banner, tattoos, presents, prizes, straws bachelorette, bridesmaid sunglasses, bride to be sash, balloon, fanny pack, miss to mrs, hats, sign, shirts, flask, centerpiece, balloons, sashes, backdrop, with these great can sleeve party favors for adults and for the woman of the year along with the other cookout party supplies. </p><p>✔️ Avoid frostbites from your frosty cold can!</p><p>✔️ Keep your beer or soda chilled and just the way you like it! </p><p>✔️ Handy for outdoor bachelorette parties, wedding parties, bridal showers and more!</p><p>✔️ Perfect novelty bachelorette party supplies gag gift for women, ladies, boss, sister, coworker and others</p><p>✔️ 24 x 7 Customer Support</p><p>✔️ High-Quality Material</p><p>100% Money Back Guaranteed if you do not like it return it. </p><p>If you would like to order more than one gift pack, email us on our seller account for an exclusive coupon.</p><p>What do you have to lose? </p><p><b>CLICK ON THE ADD TO CART BUTTON AND BUY NOW!!</b> 👆</p><p>Product Specifications:</p><p>- 1/8 Inch Thick<br>- Premium Printing<br>- Open Cell Polyurethane Foam<br>- Quantity - 14 PIECES</p>	1223VMIMJTN	YC-O9BL-ETGD	17.99		2019-12-23 14:48:02 PST		y	3			11				B07Y5PBS86						760939495031				AMAZON_NA	17.89												Migrated Template							
Fishing Gifts For Men & Women Can Cooler 6-Pack, Insulated Beer Sleeves Bundle for Bass, Trout, Saltwater and Fly Fishing, Patriotic Gift for Dad, Grandpa, Brother, Boyfriend [Navy Blue American Flag]	<p><strong>Why buy our Throttleneck beverage cooler?</strong><br /> <br />Every time you order one of our 6 Pack Can Coolers, it makes a bell chime at our workplace and all our employees stop what they're doing to give high-fives. Wouldn't you love to hear that you are the reason for our happy customer service department?! <br /> <br /> <br />✔️ Avoid Frostbites<br />✔️ Keep your beer Chilled and Just the way you like it! <br />✔️ Handy for All Occasions<br />✔️ Call it your Mini Fridge [It maintains the already cold temperature does not cool it for you, don't get me wrong] LOL.<br />✔️ Perfect Gift for Veterans, Fishing Enthusiasts, or Going Away Gifts for Coworkers<br />✔️ 24 x 7 Customer Support<br />✔️ High-Quality Material<br /> <br /><strong>100% Money Back Guaranteed if you do not like it return it. </strong><br /> <br />Oh hey, If you would like&nbsp;to order more than 1[6pack], email us on our seller account for a <strong>20% off coupon</strong>.<br /> <br /><strong>What do you have to lose? </strong><br /><strong>CLICK ON THE ADD TO CART BUTTON AND BUY NOW!! 👆</strong></p> <p><strong>Product Specifications: </strong></p> <ul> <li>1/8 Inch Thick</li> <li>Premium Sublimation Printing</li> <li>Open Cell Polyurethane Foam</li> </ul> <p><strong>Quantity - 6 PIECES</strong></p>	0914X91ER4E	ZS-DQP0-LB7B	14.99		2020-09-14 12:21:48 PDT		y	1			11				B07H7MFZ8R						B07H7MFZ8R				AMAZON_NA	14.89												Migrated Template							
21st Birthday Party Decorations for Him, Insulated Can Coolers for Birthday Party Favors for Men, Soda and Beer Sleeves Birthday Party Supplies for Guys, 12-Pack, Black & Gold	Celebrate your 21st and celebrate with the perfect party decoration while crackin' a couple of cold ones! Get this 12-pack of premium beer can sleeves for a loved one's upcoming 21st birthday celebration and enjoy with friends and family. Made with polyurethane foam these sleeves are perfect for keeping your beverages at the right temperature. From cans, bottles, and cups you can make sure that your beers or sodas stay icy cold so that nothing, not even stale drinks, can interrupt the fun. Drink to your fill with the perfect party decorations for both men and women during what could be the best time of your life. Here's to 21 years and countless beers!	0705XG7IX2U	21CANCOOLERS12PK	17.99		2020-07-05 11:22:07 PDT		y	3			11				B08CD3RRN2						760939495055				AMAZON_NA													Migrated Template							
21st Birthday Party Decorations for Him, Insulated Can Coolers for Birthday Party Favors for Men, Soda and Beer Sleeves Birthday Party Supplies for Guys, 12-Pack, Black & Gold		1209XEKA2N8	21CANCOOLERS12PK-MFN	17.99	0	2020-12-09 10:34:49 PST		y	3			11				B08CD3RRN2						760939495055			0	DEFAULT													Migrated Template							
21st Birthday Party Decorations for Him, Insulated Can Coolers for Birthday Party Favors for Men, Soda and Beer Sleeves Birthday Party Supplies for Guys, 12-Pack, Black & Gold	Live large at 21 and celebrate with the perfect party decoration while crackin' a couple of cold ones! Get this 12-pack of premium beer can sleeves for a loved one's upcoming 21st birthday celebration and enjoy with friends and family. Made with polyurethane foam these sleeves are perfect for keeping your beverages at the right temperature. From cans, bottles, and cups you can make sure that your beers or sodas stay icy cold so that nothing, not even stale drinks, can interrupt the fun. Drink to your fill with the perfect party decorations for both men and women during what could be the best time of your life. Here's to 21 years and countless cheers!	1111YU8PY2A	21CANCOOLERS12PK-NEW-FBM	18.99	0	2021-11-11 11:36:51 PST		y	1			11				B08CD3RRN2						B08CD3RRN2			0	DEFAULT													Migrated Template							
Happy 30th Birthday Decorations for Him, Dirty Thirty Birthday Beverage Can Cooler Sleeves, Insulated Holder Gift Ideas and Party Favors for Men, 12-Pack, Black & Gold	Live large at 30 and celebrate with the perfect party decoration while crackin' a couple of cold ones! Get this 12-pack of premium beer can sleeves for a loved one's upcoming 30th birthday celebration and enjoy with friends and family. Made with polyurethane foam these sleeves are perfect for keeping your beverages at the right temperature. From cans, bottles, and cups you can make sure that your beers or sodas stay icy cold so that nothing, not even stale drinks, can interrupt the fun. Drink to your fill with the perfect party decorations for both men and women during what could be the best time of your life. Here's to 30 years and countless cheers!	1110YS8G8GE	30THCANCOOLERS12PK-NEW-FBM	18.99	0	2021-11-10 12:51:07 PST		y	1			11				B07TLYBGV7						B07TLYBGV7			0	DEFAULT													Migrated Template							
Happy 40th Birthday Decorations for Men, Insulated Can Beverage Sleeve, Birthday Party Favors for Him, 40 Year Old Birthday Gift Ideas, 12-Pack, Black & Gold	Get the party going at 40 and celebrate with the perfect party decoration while crackin' a couple of cold ones! Bring this 12-pack of premium beer can sleeves to a loved one's upcoming 40th birthday celebration and enjoy with friends and family. Made with polyurethane foam these sleeves are perfect for keeping your beverages at the right temperature. From cans, bottles, and cups you can make sure that your beers or sodas stay icy cold so that nothing, not even stale drinks, can interrupt the fun. Drink to your fill with the perfect party decorations for both men and women during what could be the best time of your life. Here's to 40 years and countless cheers!	1109YO3OMUQ	40THCANCOOLERS12PK-NEW-FBM	18.99	0	2021-11-08 16:03:27 PST		y	1			11				B07SFXXJKL						B07SFXXJKL			0	DEFAULT													Migrated Template							
Happy 50th Birthday Party Decorations for Men, Insulated Can Coolers as Dad's Birthday Decorations and Party Favors, Beer Sleeves 50th Birthday Gifts for Men, 12-Pack, Black & Gold	Bring your best at 50 and celebrate with the perfect party decoration while crackin' a couple of cold ones! Get this 12-pack of premium beer can sleeves for dad's upcoming 50th birthday celebration and enjoy with friends and family. Made with polyurethane foam these sleeves are perfect for keeping your beverages at the right temperature. From cans, bottles, and cups you can make sure that your beers or sodas stay icy cold so that nothing, not even stale drinks, can interrupt the fun. Drink to your fill with the perfect party decorations for both men and women during what could be the best time of your life. Here's to 50 years and countless beers!	0320VUGHLA6	50THCOOLERS12PK	17.99		2019-03-20 05:46:35 PDT		y	1			11				B07NLD3D9H						B07NLD3D9H				AMAZON_NA													Migrated Template							
50th Birthday Decorations - Beverage Can Coolers - 50th Birthday Gift Ideas Beer Sleeve - Insulated Drink Holder Party Favors - 50 Year Old Birthday Gifts for Men & Women, 12-Pack, Black & Gold		1209XF0YDPS	50THCOOLERS12PK-MFN	17.99	0	2020-12-09 10:34:49 PST		y	3			11				B08Q5X8BQ4						796258371855			0	DEFAULT													Migrated Template							
Happy 50th Birthday Party Decorations for Men, Insulated Can Coolers as Dad's Birthday Decorations and Party Favors, Beer Sleeves 50th Birthday Gifts for Men, 12-Pack, Black & Gold	Bring your best at 50 and celebrate with the perfect party decoration while crackin' a couple of cold ones! Get this 12-pack of premium beer can sleeves for dad's upcoming 50th birthday celebration and enjoy with friends and family. Made with polyurethane foam these sleeves are perfect for keeping your beverages at the right temperature. From cans, bottles, and cups you can make sure that your beers or sodas stay icy cold so that nothing, not even stale drinks, can interrupt the fun. Drink to your fill with the perfect party decorations for both men and women during what could be the best time of your life. Here's to 50 years and countless cheers!	1110YS91R0K	50THCOOLERS12PK-NEW-FBM	18.99	0	2021-11-10 12:52:29 PST		y	1			11				B07NLD3D9H						B07NLD3D9H			0	DEFAULT													Migrated Template							
50th Birthday Gifts Men or for Women - 24-Pack Can Coolers - 50th Birthday Gift Ideas Beer Sleeve - 24 Beer Cooler Insulated Sleeves - 50th Birthday Decorations for Men, Black with Gold Lettering	<p><b>Why buy our 50th birthday gifts men or 50th birthday gifts for women beverage coolers?</b></p><p>Every time you order one of our 50th birthday decorations for women or men 24-Pack of can coolers, a horn blasts and all our employees stop what they're doing to give high-fives because 50 and fabulous guys and gals rule! Wouldn't you love to hear that you are the reason for our happy customer service department?! Compliment the mens or womens 50th birthday or anniversary banner, presents, sign, centerpiece, balloons, backdrop, with these great can sleeve party favors for guests. </p><p>✔️ Avoid frostbites from your frosty beer!</p><p>✔️ Keep your beer chilled and just the way you like it! </p><p>✔️ Handy for 50th birthday parties, BBQ’s, camping, man cave accessory, outdoors, festivals, beach parties, 4th of July décor, special events, fishing, Memorial Day, tailgating, bachelor parties, picnics, birthdays and more!</p><p>✔️ Perfect novelty birthday gag gift for men, boss, dad, coworker and others</p><p>✔️ 24 x 7 Customer Support</p><p>✔️ High-Quality Material</p><p>100% Money Back Guaranteed if you do not like it return it. </p><p>If you would like to order more than one 12-pack, email us on our seller account for an exclusive coupon.</p><p>What do you have to lose? </p><p><b>CLICK ON THE ADD TO CART BUTTON AND BUY NOW!!</b> 👆</p><p>Product Specifications:</p><p>- 1/8 Inch Thick<br>- Premium Printing<br>- Open Cell Polyurethane Foam<br>- Quantity - 24 PIECES</p>	0701VFV36QN	50THCOOLERS24PK	34.99		2019-07-01 14:06:01 PDT		y	3			11				B07TRPC8K8						796258371886				AMAZON_NA													Migrated Template							
50th Birthday Gifts Men or for Women - 24-Pack Can Coolers - 50th Birthday Gift Ideas Beer Sleeve - 24 Beer Cooler Insulated Sleeves - 50th Birthday Decorations for Men, Black with Gold Lettering		1209XELH92A	50THCOOLERS24PK-MFN	34.99	0	2020-12-09 10:34:49 PST		y	3			11				B08Q62JWCK						796258371886			0	DEFAULT													Migrated Template							
60th Birthday Decor and Party Favors, Beverage Sleeves Gift for Dad's 60th Birthday Party, Decorations and Party Supply, 60s Birthday Decorations for Men, 12-Pack, Black & Gold	Keep the party going at 60 and celebrate with the perfect party decoration while crackin' a couple of cold ones! Get this 12-pack of premium beer can sleeves for dad's upcoming 60th birthday celebration and enjoy with friends and family. Made with polyurethane foam these sleeves are perfect for keeping your beverages at the right temperature. From cans, bottles, and cups you can make sure that your beers or sodas stay icy cold so that nothing, not even stale drinks, can interrupt the fun. Drink to your fill with the perfect party decorations for both men and women during what could be the best time of your life. Here's to 60 years and countless beers!	0719V8RGLLD	60THCANCOOLERS12PK	17.99		2019-07-18 17:52:13 PDT		y	1			11				B07VBJ8G8F						B07VBJ8G8F				AMAZON_NA													Migrated Template							
60th Birthday Decor and Party Favors, Beverage Sleeves Gift for Dad's 60th Birthday Party, Decorations and Party Supply, 60s Birthday Decorations for Men, 12-Pack, Black & Gold	Keep the party going at 60 and celebrate with the perfect party decoration while crackin' a couple of cold ones! Get this 12-pack of premium beer can sleeves for dad's upcoming 60th birthday celebration and enjoy with friends and family. Made with polyurethane foam these sleeves are perfect for keeping your beverages at the right temperature. From cans, bottles, and cups you can make sure that your beers or sodas stay icy cold so that nothing, not even stale drinks, can interrupt the fun. Drink to your fill with the perfect party decorations for both men and women during what could be the best time of your life. Here's to 60 years and countless beers!	1209XF7ZTTW	60THCANCOOLERS12PK-MFN	17.99	0	2020-12-09 10:34:49 PST		y	1			11				B07VBJ8G8F						B07VBJ8G8F			0	DEFAULT													Migrated Template							
60th Birthday Decor and Party Favors, Beverage Sleeves Gift for Dad's 60th Birthday Party, Decorations and Party Supply, 60s Birthday Decorations for Men, 12-Pack, Black & Gold	Keep the party going at 60 and celebrate with the perfect party decoration while crackin' a couple of cold ones! Get this 12-pack of premium beer can sleeves for dad's upcoming 60th birthday celebration and enjoy with friends and family. Made with polyurethane foam these sleeves are perfect for keeping your beverages at the right temperature. From cans, bottles, and cups you can make sure that your beers or sodas stay icy cold so that nothing, not even stale drinks, can interrupt the fun. Drink to your fill with the perfect party decorations for both men and women during what could be the best time of your life. Here's to 60 years and countless cheers!	1109YO1QVTK	60THCANCOOLERS12PK-NEW-FBM	18.99	0	2021-11-08 16:05:10 PST		y	1			11				B07VBJ8G8F						B07VBJ8G8F			0	DEFAULT													Migrated Template							
